customer_id,customer_name,age,city,email,account_type,account_balance,credit_score
1525,Priya Patil,50,Mumbai,priyapatil875371@gmail.com,Current,17369.43,570
1526,Aditya Gupta,37,Thane,adityagupta506037@gmail.com,Salary,19959.14,698
1527,Pooja Pawar,25,Pune,poojapawar495258@gmail.com,Savings,48696.79,665
1528,Akash Singh,64,Aurangabad,akashsingh255670@gmail.com,Savings,41112.01,764
1529,Mohit Gupta,62,Kolhapur,mohitgupta479075@gmail.com,Current,32434.28,764
1530,Kavya Joshi,32,Thane,kavyajoshi578143@gmail.com,Current,1102.89,699
1531,Karan Verma,61,Aurangabad,karanverma151768@gmail.com,Salary,45405.25,593
1532,Amit Pawar,63,Mumbai,amitpawar402319@gmail.com,Savings,5676.0,790
1533,Simran Patil,56,Kolhapur,simranpatil199969@gmail.com,Savings,31356.67,757
1534,Simran Shaikh,30,Kolhapur,simranshaikh966748@gmail.com,Savings,17088.05,690
1535,Priya Shaikh,46,Ahmednagar,priyashaikh628592@gmail.com,Current,8515.03,708
1536,Riya Joshi,22,Aurangabad,riyajoshi533029@gmail.com,Current,46807.45,648
1537,Rahul Jadhav,28,Ahmednagar,rahuljadhav782644@gmail.com,Current,15710.55,600
1538,Karan Pawar,38,Nagpur,karanpawar922140@gmail.com,Salary,41113.31,582
1539,Sneha Joshi,36,Mumbai,snehajoshi143239@gmail.com,Current,10305.63,
1540,Kavya Sharma,45,Kolhapur,kavyasharma906097@gmail.com,Salary,,671
1541,Ayesha Shaikh,55,Mumbai,ayeshashaikh73301@gmail.com,Savings,2738.71,749
1542,Aditya Verma,20,Kolhapur,adityaverma289766@gmail.com,Savings,30485.47,735
1543,Rohan Singh,23,Thane,rohansingh810308@gmail.com,Salary,38950.75,650
1544,Isha Sharma,34,Solapur,ishasharma828481@gmail.com,Savings,36304.13,664
1545,Amit Patil,38,Aurangabad,amitpatil896016@gmail.com,Savings,4395.46,743
1546,Arjun Joshi,25,Solapur,arjunjoshi435198@gmail.com,Salary,36862.38,681
1547,Ayesha Shaikh,40,Mumbai,ayeshashaikh356485@gmail.com,Salary,19990.49,796
1548,Amit Pawar,37,Nagpur,amitpawar979730@gmail.com,Savings,,675
1549,Karan Shaikh,44,Mumbai,karanshaikh826081@gmail.com,Savings,2402.07,843
1550,Sahil Sharma,64,Satara,sahilsharma532501@gmail.com,Salary,31201.0,729
1551,Neha Khan,59,Solapur,nehakhan280250@gmail.com,Current,42382.3,621
1552,Rohan Verma,22,Pune,rohanverma860508@gmail.com,Salary,14947.13,827
1553,Aditya Verma,31,Nashik,adityaverma2789@gmail.com,Salary,6045.81,
1554,Priya Khan,29,Solapur,priyakhan296678@gmail.com,Current,18389.13,551
1555,Vijay Khan,,Nashik,vijaykhan761419@gmail.com,Savings,,664
1556,Ananya Sharma,32,Nashik,ananyasharma313158@gmail.com,Salary,32567.29,710
1557,Rohan Gupta,42,Kolhapur,rohangupta878257@gmail.com,Savings,11129.17,585
1558,Mohit Gupta,43,Nagpur,mohitgupta615548@gmail.com,Savings,3363.24,777
1559,Ayesha Gupta,67,Thane,ayeshagupta608193@gmail.com,Salary,45311.4,711
1560,Sneha Singh,49,Thane,snehasingh692098@gmail.com,Current,45914.63,595
1561,Pooja Patil,43,Thane,poojapatil513525@gmail.com,Current,18767.76,575
1562,Sahil Shaikh,21,Satara,sahilshaikh907391@gmail.com,Current,23581.35,
1563,Simran Pawar,29,Solapur,simranpawar155913@gmail.com,Salary,10828.06,617
1564,Mohit Singh,63,Aurangabad,mohitsingh468338@gmail.com,Savings,40493.08,778
1565,Isha Joshi,63,Thane,ishajoshi564842@gmail.com,Salary,39990.53,701
1566,Ananya Sharma,37,Solapur,ananyasharma507968@gmail.com,Savings,8184.24,798
1567,,51,Solapur,,Salary,40057.52,598
1568,Aditya Joshi,40,Aurangabad,adityajoshi361988@gmail.com,Current,37162.11,580
1569,Aditya Gupta,29,Nashik,adityagupta348688@gmail.com,Current,23717.05,740
1570,Vijay Shaikh,42,Satara,vijayshaikh578827@gmail.com,Salary,27453.75,697
1571,Mohit Patil,66,Mumbai,mohitpatil800029@gmail.com,Savings,12897.91,755
1572,Priya Sharma,56,Thane,priyasharma569927@gmail.com,Savings,23703.55,610
1573,Isha Jadhav,55,Nashik,ishajadhav395633@gmail.com,Savings,43026.09,776
1574,Ananya Pawar,21,Ahmednagar,ananyapawar477563@gmail.com,Salary,34716.02,730
1575,Kavya Singh,43,Mumbai,kavyasingh978266@gmail.com,Salary,28509.66,602
1576,Simran Shaikh,48,Nagpur,simranshaikh337508@gmail.com,Current,41859.91,721
1577,Priya Shaikh,34,Ahmednagar,priyashaikh911943@gmail.com,Savings,26177.5,613
1578,Pooja Sharma,63,Nashik,poojasharma197916@gmail.com,Current,39145.49,644
1579,Ayesha Shaikh,65,Ahmednagar,ayeshashaikh731480@gmail.com,Current,32855.34,781
1580,Akash Pawar,31,Satara,akashpawar250505@gmail.com,Savings,12026.27,660
1581,Kavya Shaikh,61,Thane,kavyashaikh599673@gmail.com,Savings,21595.55,579
1582,Aditya Verma,44,Thane,adityaverma401674@gmail.com,Salary,37868.78,594
1583,Rahul Patil,70,Ahmednagar,rahulpatil245007@gmail.com,Current,24360.55,636
1584,Amit Patil,21,Satara,amitpatil897694@gmail.com,Salary,15545.04,774
1585,Vijay Patil,55,Nashik,vijaypatil813317@gmail.com,Savings,47546.78,
1586,Sneha Shaikh,58,Ahmednagar,snehashaikh430828@gmail.com,Salary,45494.87,783
1587,Riya Gupta,49,Nagpur,riyagupta45867@gmail.com,Current,15104.22,762
1588,Karan Singh,55,Thane,karansingh333732@gmail.com,Savings,40274.51,
1589,Pooja Khan,50,Thane,poojakhan780979@gmail.com,Salary,27135.15,591
1590,Priya Pawar,55,Kolhapur,priyapawar496051@gmail.com,Savings,43344.47,635
1591,Ananya Patil,39,Aurangabad,ananyapatil739585@gmail.com,Savings,7708.48,617
1592,Simran Gupta,52,Nashik,simrangupta957900@gmail.com,Savings,14205.17,563
1593,Rohan Singh,22,Mumbai,rohansingh850923@gmail.com,Salary,9580.21,750
1594,Akash Gupta,30,Nagpur,akashgupta399849@gmail.com,Savings,29373.13,730
1595,Riya Singh,51,Pune,riyasingh404932@gmail.com,Salary,42320.29,815
1596,Ananya Joshi,37,Nagpur,ananyajoshi696028@gmail.com,Savings,13736.13,810
1597,Rahul Shaikh,25,Satara,rahulshaikh830984@gmail.com,Current,38240.94,792
1598,Arjun Patil,49,Nashik,arjunpatil860716@gmail.com,Savings,28056.55,679
1599,Neha Gupta,49,Kolhapur,nehagupta683791@gmail.com,Current,17479.48,801
1600,Isha Gupta,65,Mumbai,ishagupta159593@gmail.com,Current,39100.35,598
1601,Ayesha Patil,28,Solapur,ayeshapatil519489@gmail.com,Current,13717.63,849
1602,Priya Khan,59,Aurangabad,priyakhan38917@gmail.com,Salary,29434.3,556
1603,Sneha Verma,34,Nagpur,snehaverma132478@gmail.com,Savings,28413.45,632
1604,Pooja Pawar,21,Aurangabad,poojapawar526790@gmail.com,Savings,37428.48,559
1605,Neha Patil,62,Nashik,nehapatil618949@gmail.com,Salary,4383.48,715
1606,,47,Solapur,,Savings,34670.29,
1607,Vijay Pawar,61,Pune,vijaypawar348221@gmail.com,Current,30890.92,606
1608,Vijay Joshi,,Satara,vijayjoshi912046@gmail.com,Salary,26533.83,768
1609,Mohit Pawar,49,Kolhapur,mohitpawar105339@gmail.com,Salary,2893.91,738
1610,Ananya Singh,64,Pune,ananyasingh916755@gmail.com,Current,39282.54,674
1611,Pooja Pawar,30,Pune,poojapawar886188@gmail.com,Salary,21945.49,843
1612,Ananya Joshi,33,Pune,ananyajoshi461794@gmail.com,Savings,42820.36,573
1613,Simran Joshi,54,Ahmednagar,simranjoshi104655@gmail.com,Salary,11688.21,819
1614,Aditya Khan,53,Mumbai,adityakhan551599@gmail.com,Savings,16088.88,653
1615,Karan Patil,45,Kolhapur,karanpatil954767@gmail.com,Savings,2715.99,670
1616,Kavya Singh,55,,kavyasingh479223@gmail.com,Current,37005.57,594
1617,Amit Jadhav,54,Solapur,amitjadhav16193@gmail.com,Savings,47548.98,720
1618,Kavya Shaikh,56,Thane,kavyashaikh757637@gmail.com,Salary,14412.88,565
1619,Akash Shaikh,59,Thane,akashshaikh151257@gmail.com,Salary,33097.1,720
1620,Pooja Patil,20,Pune,poojapatil429993@gmail.com,Current,33876.86,766
1621,Vijay Khan,59,Nagpur,vijaykhan913339@gmail.com,Savings,22483.15,848
1622,,50,Solapur,,Savings,31230.59,720
1623,Mohit Jadhav,69,Satara,mohitjadhav686687@gmail.com,Current,37973.12,596
1624,Rahul Singh,65,Pune,rahulsingh161959@gmail.com,Savings,11035.87,
1625,Riya Joshi,44,Ahmednagar,riyajoshi78563@gmail.com,Current,8790.64,744
1626,Simran Gupta,61,Mumbai,simrangupta492396@gmail.com,Salary,30786.11,605
1627,Vijay Verma,64,Aurangabad,vijayverma819588@gmail.com,Salary,36241.79,619
1628,Arjun Shaikh,54,Nashik,arjunshaikh277996@gmail.com,Savings,790.3,734
1629,Ananya Singh,69,Nashik,ananyasingh355107@gmail.com,Current,2424.21,696
1630,Vijay Sharma,40,Nagpur,vijaysharma653634@gmail.com,Salary,45367.75,759
1631,Neha Khan,50,Mumbai,nehakhan726453@gmail.com,Salary,44829.11,629
1632,Karan Joshi,70,Ahmednagar,karanjoshi416891@gmail.com,Savings,10407.24,723
1633,Ayesha Shaikh,59,Nashik,ayeshashaikh681503@gmail.com,Savings,11015.93,810
1634,Sahil Jadhav,42,Nagpur,sahiljadhav84316@gmail.com,Current,32222.66,633
1635,Ayesha Jadhav,47,Mumbai,ayeshajadhav893240@gmail.com,Salary,42285.59,707
1636,Neha Verma,56,Mumbai,nehaverma344625@gmail.com,Savings,28630.71,768
1637,Neha Gupta,59,Nashik,nehagupta893844@gmail.com,Salary,12537.17,583
1638,Vijay Jadhav,24,Nashik,vijayjadhav707215@gmail.com,Savings,36144.79,826
1639,Ayesha Shaikh,23,Nashik,ayeshashaikh901185@gmail.com,Current,17100.56,577
1640,Riya Pawar,37,Nashik,riyapawar559643@gmail.com,Current,28459.07,751
1641,Priya Sharma,31,Mumbai,priyasharma398568@gmail.com,Savings,32040.84,695
1642,Aditya Verma,34,Nashik,adityaverma332143@gmail.com,Current,22501.31,585
1643,Priya Verma,66,Thane,priyaverma657346@gmail.com,Current,31583.33,710
1644,Priya Pawar,22,Ahmednagar,priyapawar753729@gmail.com,Savings,49917.2,
1645,Simran Sharma,24,,simransharma930646@gmail.com,Salary,1450.0,607
1646,Sahil Singh,63,Solapur,sahilsingh796390@gmail.com,Current,46668.24,681
1647,Priya Gupta,23,Mumbai,priyagupta511750@gmail.com,Salary,,692
1648,Ayesha Verma,70,Pune,ayeshaverma914859@gmail.com,Salary,46044.71,802
1649,Priya Verma,42,Thane,priyaverma567396@gmail.com,Current,18367.85,673
1650,Akash Shaikh,36,Kolhapur,akashshaikh37742@gmail.com,Current,10200.82,732
1651,Pooja Sharma,56,Kolhapur,poojasharma647553@gmail.com,Salary,8630.99,679
1652,Pooja Singh,36,Satara,poojasingh71844@gmail.com,Savings,27556.89,672
1653,Isha Jadhav,38,Satara,ishajadhav246274@gmail.com,Current,27695.34,708
1654,Rohan Pawar,67,Solapur,rohanpawar661920@gmail.com,Current,28114.46,580
1655,Amit Verma,54,Solapur,amitverma717744@gmail.com,Salary,3588.44,840
1656,Ayesha Sharma,59,Satara,ayeshasharma965764@gmail.com,Savings,15319.18,844
1657,Amit Khan,31,Nashik,amitkhan301438@gmail.com,Savings,25765.9,579
1658,Sneha Shaikh,62,Satara,snehashaikh238636@gmail.com,Salary,10942.8,838
1659,Arjun Sharma,51,Satara,arjunsharma783141@gmail.com,Salary,13530.48,745
1660,,52,Pune,,Salary,19055.72,817
1661,Kavya Pawar,20,Thane,kavyapawar94869@gmail.com,Salary,22753.93,669
1662,Akash Verma,46,Solapur,akashverma455152@gmail.com,Current,14698.62,558
1663,Vijay Pawar,63,Thane,vijaypawar103325@gmail.com,Salary,11806.85,593
1664,Isha Joshi,52,Solapur,ishajoshi797405@gmail.com,Salary,38199.41,655
1665,Neha Patil,40,Nashik,nehapatil664632@gmail.com,Current,28909.94,836
1666,Isha Sharma,43,Ahmednagar,ishasharma738183@gmail.com,Current,36159.88,710
1667,Ananya Khan,34,Aurangabad,ananyakhan915065@gmail.com,Current,34517.41,660
1668,Neha Sharma,42,Solapur,nehasharma105489@gmail.com,Savings,33168.55,797
1669,Karan Khan,49,Nashik,karankhan465330@gmail.com,Salary,43709.95,567
1670,Vijay Jadhav,62,Kolhapur,vijayjadhav174546@gmail.com,Salary,14766.2,716
1671,Rahul Jadhav,60,Nagpur,rahuljadhav727812@gmail.com,Current,38120.97,799
1672,Simran Jadhav,30,Satara,simranjadhav314112@gmail.com,Salary,5604.53,760
1673,Mohit Khan,65,Nagpur,mohitkhan947408@gmail.com,Savings,46028.81,689
1674,Arjun Singh,63,Solapur,arjunsingh30453@gmail.com,Savings,23386.43,649
1675,Vijay Verma,55,Nagpur,vijayverma48325@gmail.com,Current,11758.46,717
1676,Isha Patil,50,Nashik,ishapatil340231@gmail.com,Savings,34845.54,702
1677,Ananya Shaikh,28,Kolhapur,ananyashaikh834916@gmail.com,Salary,8546.91,643
1678,Mohit Jadhav,50,Nashik,mohitjadhav58945@gmail.com,Savings,22120.03,
1679,Sahil Jadhav,27,Aurangabad,sahiljadhav307718@gmail.com,Current,11909.26,690
1680,Aditya Gupta,28,Nagpur,adityagupta375976@gmail.com,Current,7940.23,591
1681,Priya Joshi,24,Mumbai,priyajoshi393149@gmail.com,Current,39927.8,605
1682,Sneha Sharma,25,Satara,snehasharma451707@gmail.com,Savings,27146.89,684
1683,Neha Jadhav,53,Aurangabad,nehajadhav152740@gmail.com,Savings,14667.82,740
1684,Rohan Khan,55,Nashik,rohankhan256159@gmail.com,Current,16603.53,827
1685,Aditya Sharma,28,Kolhapur,adityasharma557068@gmail.com,Savings,21344.96,818
1686,Akash Gupta,41,Aurangabad,akashgupta432167@gmail.com,Current,27079.7,715
1687,Priya Gupta,,Solapur,priyagupta593518@gmail.com,Savings,4310.41,702
1688,Sneha Singh,43,Mumbai,snehasingh715019@gmail.com,Current,41322.97,604
1689,Rahul Verma,56,Mumbai,rahulverma831116@gmail.com,Current,33105.38,657
1690,Priya Jadhav,45,Thane,priyajadhav188903@gmail.com,Current,44920.27,825
1691,Ayesha Gupta,26,Ahmednagar,ayeshagupta178340@gmail.com,Current,43287.08,575
1692,Sahil Joshi,40,Mumbai,sahiljoshi183673@gmail.com,Savings,10641.42,723
1693,Riya Khan,40,Ahmednagar,riyakhan82904@gmail.com,Salary,15233.39,789
1694,Priya Singh,41,Ahmednagar,priyasingh639198@gmail.com,Savings,20547.15,601
1695,Isha Singh,57,Thane,ishasingh913241@gmail.com,Salary,19580.4,
1696,Ananya Khan,61,Nashik,ananyakhan401226@gmail.com,Salary,15107.59,734
1697,Rahul Verma,48,Ahmednagar,rahulverma649913@gmail.com,Salary,3230.2,624
1698,Neha Verma,66,Pune,nehaverma716418@gmail.com,Salary,9151.68,731
1699,Rahul Jadhav,61,Solapur,rahuljadhav252628@gmail.com,Salary,47593.51,675
1700,Kavya Shaikh,62,Nagpur,kavyashaikh521941@gmail.com,Salary,24726.05,553
1701,Karan Joshi,66,Nashik,karanjoshi957270@gmail.com,Savings,9935.0,817
1702,Riya Khan,48,Mumbai,riyakhan611584@gmail.com,Current,40502.97,772
1703,Aditya Patil,58,Nagpur,adityapatil150169@gmail.com,Savings,42248.83,557
1704,Neha Singh,70,Nashik,nehasingh243567@gmail.com,Current,2465.67,744
1705,Pooja Jadhav,31,Kolhapur,poojajadhav483650@gmail.com,Current,40825.4,581
1706,Aditya Jadhav,,Solapur,adityajadhav668991@gmail.com,Salary,39474.87,611
1707,Pooja Gupta,28,Satara,poojagupta266414@gmail.com,Salary,36273.27,566
1708,Sahil Gupta,61,Mumbai,sahilgupta481994@gmail.com,Savings,4516.8,758
1709,Mohit Singh,18,Satara,mohitsingh267829@gmail.com,Salary,16802.67,618
1710,Isha Verma,46,Thane,ishaverma699333@gmail.com,Savings,14295.09,595
1711,Rahul Sharma,34,Solapur,rahulsharma9953@gmail.com,Salary,43640.2,706
1712,Rohan Gupta,54,Aurangabad,rohangupta942673@gmail.com,Salary,41044.99,587
1713,Simran Gupta,24,Thane,simrangupta843818@gmail.com,Salary,11487.4,810
1714,Vijay Pawar,37,Nagpur,vijaypawar487953@gmail.com,Savings,2037.84,738
1715,Vijay Singh,59,Nashik,vijaysingh945086@gmail.com,Current,43244.74,650
1716,Isha Shaikh,39,Aurangabad,ishashaikh301703@gmail.com,Salary,19926.29,673
1717,Pooja Shaikh,47,Thane,poojashaikh710626@gmail.com,Salary,40811.33,643
1718,Sahil Verma,46,Mumbai,sahilverma573249@gmail.com,Savings,29735.98,627
1719,,69,Nashik,,Savings,22085.05,796
1720,Simran Singh,56,Satara,simransingh165749@gmail.com,Salary,49057.89,586
1721,Priya Pawar,69,Kolhapur,priyapawar77549@gmail.com,Savings,49006.81,669
1722,Neha Khan,44,Pune,nehakhan463287@gmail.com,Salary,5653.27,611
1723,Rahul Patil,26,Solapur,rahulpatil991251@gmail.com,Salary,8728.19,576
1724,Amit Singh,47,Aurangabad,amitsingh362451@gmail.com,Salary,25077.02,802
1725,Karan Jadhav,20,Pune,karanjadhav616213@gmail.com,Salary,3017.22,739
1726,Riya Khan,49,Pune,riyakhan313785@gmail.com,Salary,34748.12,555
1727,Karan Verma,47,Satara,karanverma670075@gmail.com,Savings,30231.63,727
1728,Neha Verma,20,Nashik,nehaverma445020@gmail.com,Current,32001.23,652
1729,Simran Khan,53,Kolhapur,simrankhan723946@gmail.com,Current,20054.75,761
1730,Priya Singh,60,Solapur,priyasingh262346@gmail.com,Salary,38753.3,640
1731,Sneha Singh,53,Kolhapur,snehasingh479127@gmail.com,Salary,6383.08,683
1732,Sneha Gupta,65,Nashik,snehagupta886465@gmail.com,Current,9549.08,828
1733,Rahul Singh,69,Kolhapur,rahulsingh316897@gmail.com,Savings,10491.54,614
1734,Mohit Khan,65,Solapur,mohitkhan208994@gmail.com,Salary,43494.79,821
1735,Pooja Jadhav,49,Nagpur,poojajadhav403480@gmail.com,Savings,38996.75,813
1736,Akash Joshi,32,Satara,akashjoshi894887@gmail.com,Current,33721.62,693
1737,Ananya Joshi,20,Aurangabad,ananyajoshi506780@gmail.com,Salary,18395.88,835
1738,Aditya Khan,33,Nashik,adityakhan111934@gmail.com,Salary,12868.19,803
1739,,22,Nashik,,Savings,14786.92,676
1740,Vijay Jadhav,36,Solapur,vijayjadhav248828@gmail.com,Salary,19618.32,615
1741,Arjun Joshi,42,Nagpur,arjunjoshi399989@gmail.com,Salary,36828.32,626
1742,Vijay Shaikh,37,Thane,vijayshaikh599804@gmail.com,Current,836.01,793
1743,Isha Shaikh,48,Kolhapur,ishashaikh376495@gmail.com,Current,43787.14,812
1744,Pooja Pawar,35,Kolhapur,poojapawar602833@gmail.com,Savings,22889.3,833
1745,Mohit Verma,,Nagpur,mohitverma310344@gmail.com,Salary,28815.84,615
1746,Ayesha Khan,42,Solapur,ayeshakhan733347@gmail.com,Savings,12922.6,658
1747,Sneha Verma,48,Mumbai,snehaverma309671@gmail.com,Savings,44132.67,600
1748,Kavya Patil,,Thane,kavyapatil23105@gmail.com,Current,,817
1749,Ayesha Sharma,69,Satara,ayeshasharma870457@gmail.com,Savings,27825.78,790
1750,Neha Khan,59,Pune,nehakhan690303@gmail.com,Current,41705.08,696
1751,Amit Singh,37,Pune,amitsingh415132@gmail.com,Current,11465.37,625
1752,Sneha Pawar,44,Kolhapur,snehapawar287913@gmail.com,Current,38458.25,770
1753,Isha Gupta,52,Mumbai,ishagupta8591@gmail.com,Salary,9466.71,824
1754,Sahil Shaikh,61,Ahmednagar,sahilshaikh593519@gmail.com,Savings,19925.64,731
1755,Pooja Jadhav,42,Ahmednagar,poojajadhav907188@gmail.com,Current,20666.15,802
1756,Kavya Sharma,34,Mumbai,kavyasharma719212@gmail.com,Salary,11774.8,638
1757,Mohit Gupta,39,Solapur,mohitgupta816218@gmail.com,Current,45363.64,823
1758,Isha Pawar,28,Satara,ishapawar780941@gmail.com,Salary,17978.24,639
1759,Akash Gupta,29,Satara,akashgupta51526@gmail.com,Current,27310.35,
1760,Aditya Gupta,42,Solapur,adityagupta954951@gmail.com,Current,19776.63,566
1761,Ayesha Sharma,52,Nagpur,ayeshasharma635963@gmail.com,Salary,48812.02,575
1762,Rohan Verma,31,Pune,rohanverma781469@gmail.com,Savings,11393.06,712
1763,Isha Verma,43,Ahmednagar,ishaverma520956@gmail.com,,48461.78,698
1764,Simran Joshi,36,Solapur,simranjoshi873394@gmail.com,Salary,,787
1765,Vijay Joshi,54,Nagpur,vijayjoshi948175@gmail.com,Current,31841.71,766
1766,Arjun Shaikh,53,,arjunshaikh946895@gmail.com,Savings,4079.59,700
1767,Sahil Patil,22,Pune,sahilpatil300196@gmail.com,Current,16615.94,783
1768,Sahil Singh,27,Aurangabad,sahilsingh813523@gmail.com,Current,20175.26,677
1769,Rohan Sharma,60,Ahmednagar,rohansharma837765@gmail.com,Current,6104.83,721
1770,Priya Jadhav,46,Thane,priyajadhav241396@gmail.com,Savings,14065.46,705
1771,Kavya Gupta,48,Pune,kavyagupta636653@gmail.com,Salary,34457.51,736
1772,Priya Verma,57,Aurangabad,priyaverma840986@gmail.com,Salary,7987.43,578
1773,Rahul Sharma,20,Pune,rahulsharma369535@gmail.com,Salary,33231.97,599
1774,Ayesha Jadhav,41,Kolhapur,ayeshajadhav229742@gmail.com,Current,13745.57,584
1775,Sahil Patil,49,Solapur,sahilpatil667642@gmail.com,Savings,27284.59,742
1776,Kavya Gupta,18,Nagpur,kavyagupta199467@gmail.com,Current,4241.31,560
1777,Arjun Jadhav,24,Satara,arjunjadhav651151@gmail.com,Current,3175.3,775
1778,Aditya Joshi,19,Solapur,adityajoshi262901@gmail.com,Savings,22236.74,610
1779,Neha Verma,36,Pune,nehaverma710787@gmail.com,Salary,22801.48,674
1780,Neha Pawar,45,Mumbai,nehapawar792380@gmail.com,Current,37710.72,591
1781,Ayesha Singh,64,Aurangabad,ayeshasingh756048@gmail.com,Current,16901.6,828
1782,Mohit Sharma,49,Mumbai,mohitsharma804851@gmail.com,Salary,8768.41,735
1783,Ayesha Sharma,27,Thane,ayeshasharma691301@gmail.com,Salary,16848.76,706
1784,Neha Joshi,24,Pune,nehajoshi714028@gmail.com,Current,4445.82,767
1785,Aditya Gupta,45,Nagpur,adityagupta879160@gmail.com,Savings,9901.65,606
1786,Rahul Khan,46,Solapur,rahulkhan143523@gmail.com,Salary,43705.67,689
1787,Mohit Singh,44,Ahmednagar,mohitsingh658865@gmail.com,Savings,48100.24,821
1788,Neha Gupta,57,Satara,nehagupta101983@gmail.com,Savings,26644.84,652
1789,Riya Gupta,51,Solapur,riyagupta947387@gmail.com,Current,991.22,707
1790,Ananya Sharma,41,Aurangabad,ananyasharma658037@gmail.com,Salary,40628.03,763
1791,Ananya Jadhav,48,,ananyajadhav677837@gmail.com,Salary,10995.17,696
1792,Neha Shaikh,42,Ahmednagar,nehashaikh41437@gmail.com,Savings,38602.96,687
1793,Rahul Pawar,41,Solapur,rahulpawar324039@gmail.com,Savings,4266.87,794
1794,Akash Sharma,69,,akashsharma827018@gmail.com,Salary,9667.0,647
1795,Ananya Joshi,29,Nashik,ananyajoshi462336@gmail.com,Current,43320.15,813
1796,Ananya Khan,40,Aurangabad,ananyakhan35085@gmail.com,Savings,43598.21,815
1797,Simran Patil,38,Aurangabad,simranpatil607827@gmail.com,Salary,8784.01,790
1798,Rohan Joshi,33,Ahmednagar,rohanjoshi382684@gmail.com,Savings,11692.98,655
1799,Aditya Singh,29,Pune,adityasingh768034@gmail.com,Current,43316.39,603
1800,Aditya Pawar,33,Ahmednagar,adityapawar137895@gmail.com,Current,1388.9,765
1801,Karan Shaikh,25,Ahmednagar,karanshaikh94611@gmail.com,Savings,37967.12,716
1802,Sneha Gupta,59,Satara,snehagupta953913@gmail.com,Salary,15936.95,657
1803,Rahul Khan,64,Mumbai,rahulkhan309545@gmail.com,Savings,44360.38,641
1804,Arjun Sharma,63,Pune,arjunsharma342689@gmail.com,Current,11208.26,834
1805,Neha Khan,29,Solapur,nehakhan783890@gmail.com,Savings,37227.16,833
1806,Ayesha Gupta,37,Thane,ayeshagupta435786@gmail.com,Salary,4395.5,588
1807,Sneha Patil,40,Ahmednagar,snehapatil184271@gmail.com,Salary,46198.65,694
1808,Riya Joshi,37,Pune,riyajoshi210648@gmail.com,Current,17532.19,735
1809,Vijay Sharma,63,Thane,vijaysharma138679@gmail.com,Salary,20999.01,848
1810,Mohit Joshi,21,Thane,mohitjoshi824818@gmail.com,Salary,48346.83,700
1811,Aditya Verma,40,Aurangabad,adityaverma565710@gmail.com,Salary,33748.92,711
1812,Simran Verma,40,Satara,simranverma919135@gmail.com,Savings,30532.61,715
1813,Ayesha Joshi,19,Solapur,ayeshajoshi383729@gmail.com,Current,17722.75,763
1814,Ayesha Gupta,24,Kolhapur,ayeshagupta556739@gmail.com,Salary,15509.08,719
1815,Simran Pawar,56,Nagpur,simranpawar526269@gmail.com,Current,40117.23,668
1816,Amit Shaikh,59,Nagpur,amitshaikh957960@gmail.com,Current,26749.43,616
1817,Mohit Patil,70,Ahmednagar,mohitpatil285865@gmail.com,Current,35235.34,647
1818,Aditya Jadhav,66,Mumbai,adityajadhav870913@gmail.com,Savings,3073.42,716
1819,Aditya Gupta,18,Kolhapur,adityagupta172637@gmail.com,Current,16092.59,633
1820,Isha Gupta,,Solapur,ishagupta269552@gmail.com,Savings,49307.4,
1821,Karan Patil,50,Nagpur,karanpatil958549@gmail.com,,21783.84,801
1822,Simran Sharma,67,Thane,simransharma864849@gmail.com,Current,6904.21,663
1823,Kavya Verma,61,Kolhapur,kavyaverma990152@gmail.com,Current,31610.31,603
1824,Priya Patil,68,Ahmednagar,priyapatil505354@gmail.com,Salary,1366.14,774
1825,Karan Shaikh,,Thane,karanshaikh845764@gmail.com,Salary,13482.32,651
1826,Karan Jadhav,55,Nagpur,karanjadhav309578@gmail.com,Salary,47231.75,667
1827,Ayesha Sharma,46,Nagpur,ayeshasharma782924@gmail.com,Salary,15410.65,715
1828,Riya Khan,60,Thane,riyakhan912777@gmail.com,Current,15685.13,725
1829,Arjun Jadhav,34,Pune,arjunjadhav355268@gmail.com,Salary,-21942.02,807
1830,Kavya Joshi,20,Satara,kavyajoshi843398@gmail.com,Current,23776.86,841
1831,Sneha Patil,69,Solapur,snehapatil120864@gmail.com,Salary,41592.94,633
1832,Priya Shaikh,64,Nashik,priyashaikh491181@gmail.com,Savings,36957.76,844
1833,Ayesha Verma,30,Ahmednagar,ayeshaverma79057@gmail.com,Current,11853.38,787
1834,Rahul Khan,57,Pune,rahulkhan147694@gmail.com,Savings,546.7,618
1835,Ananya Jadhav,66,Nashik,ananyajadhav790885@gmail.com,Current,22182.23,800
1836,Rahul Patil,46,Nagpur,rahulpatil236674@gmail.com,Current,27956.45,554
1837,Akash Pawar,47,Solapur,akashpawar902022@gmail.com,Savings,13867.62,844
1838,Simran Verma,,Aurangabad,simranverma709276@gmail.com,Current,17623.44,704
1839,Amit Pawar,20,Kolhapur,amitpawar759496@gmail.com,Current,31119.35,767
1840,Sahil Jadhav,26,Kolhapur,sahiljadhav707266@gmail.com,Salary,46574.05,639
1841,Rahul Singh,26,Nagpur,rahulsingh416816@gmail.com,Current,33923.25,
1842,Mohit Verma,69,Kolhapur,mohitverma886927@gmail.com,Savings,7521.16,632
